"","Activity_ID","Activity_Status","WBS_CD","Activity_Type","Activity_Name","Planned_Start_DT","Planned_Finish_DT","Actual_Start_DT","Actual_Finish_DT","ML_Planned_DT","ML_Actual_DT","Activity_Complete_PCNT","Actual_Dur","Remaining_Dur","Original_Dur","Total_Float","Remaining_Float","Primary_Constraint","Primary_Constraint_DT","Sec_Constraint","Sec_Constraint_DT","Pred_DTL","Sec_DTL","Resources","Budgeted_Labor_Units","Budgeted_Nonlabor_Units"
"71","MDC1.C3.E1150","Not Started","MDC1-BL.4.10.2.5.3","Start Milestone","AHU - ROJ COLO-3 Cell- 2",2020-11-21 07:00:00,NA,NA,NA,2020-11-21 07:00:00,NA,0,0,0,0,97,97,NA,NA,NA,NA,"MDC1.C3.C2070: FS","MDC1.C3.C2140: FS",NA,0,0
"72","MDC1.C3.E1310","Not Started","MDC1-BL.4.10.2.5.3","Start Milestone","AHU - ROJ COLO-3 Cell- 4",2020-12-28 07:00:00,NA,NA,NA,2020-12-28 07:00:00,NA,0,0,0,0,83,83,NA,NA,NA,NA,"MDC1.C3.C4110: FS","MDC1.C3.C4170: FS",NA,0,0
"73","MDC1.C4.E1280","Not Started","MDC1-BL.4.10.3.2.4","Start Milestone","MDC1 Deliery -AHU - ROJ COLO-4 Cell- 1",2021-01-28 07:00:00,NA,NA,NA,2021-01-28 07:00:00,NA,0,0,0,0,83,83,"Start On or After",2021-01-28 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C4.C1170: FS",NA,0,0
"74","MDC1.C4.E1320","Not Started","MDC1-BL.4.10.2.5.4","Start Milestone","AHU - ROJ COLO-4 Cell- 3",2021-02-26 07:00:00,NA,NA,NA,2021-02-26 07:00:00,NA,0,0,0,0,69,69,NA,NA,NA,NA,"MDC1.C4.C3140: FS","MDC1.C4.C3170: FS",NA,0,0
"75","MDC1.C4.E1290","Not Started","MDC1-BL.4.10.2.5.4","Start Milestone","AHU - ROJ COLO-4 Cell- 2",2021-01-28 07:00:00,NA,NA,NA,2021-01-28 07:00:00,NA,0,0,0,0,83,83,NA,NA,NA,NA,"MDC1.C4.C2130: FS","MDC1.C4.C2170: FS",NA,0,0
"76","MDC1.C4.E1330","Not Started","MDC1-BL.4.10.2.5.4","Start Milestone","AHU - ROJ COLO-4 Cell- 4",2021-02-26 07:00:00,NA,NA,NA,2021-02-26 07:00:00,NA,0,0,0,0,69,69,NA,NA,NA,NA,"MDC1.C4.C4140: FS","MDC1.C4.C4170: FS",NA,0,0
"77","MDC1.C1.E1300","Not Started","MDC1-BL.4.10.3.2.1","Start Milestone","MDC1 Deliery -AHU - ROJ COLO-1 Cell- 1",2020-10-21 07:00:00,NA,NA,NA,2020-10-21 07:00:00,NA,0,0,0,0,57,57,"Start On or After",2020-10-21 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C1.C1230: FS",NA,0,0
"78","MDC1.C1.E1410","Not Started","MDC1-BL.4.10.3.2.1","Start Milestone","MDC1 Deliery -AHU - ROJ COLO-1 Cell- 3",2020-11-20 07:00:00,NA,NA,NA,2020-11-20 07:00:00,NA,0,0,0,0,33,33,"Start On or After",2020-11-20 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C1.C3290: FS",NA,0,0
"79","MDC1.C1.E1310","Not Started","MDC1-BL.4.10.3.2.1","Start Milestone","MDC1 Deliery -AHU - ROJ COLO-1 Cell- 2",2020-10-21 07:00:00,NA,NA,NA,2020-10-21 07:00:00,NA,0,0,0,0,57,57,"Start On or After",2020-10-21 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C1.C2210: FS",NA,0,0
"80","MDC1.C1.E1420","Not Started","MDC1-BL.4.10.3.2.1","Start Milestone","MDC1 Deliery -AHU - ROJ COLO-1 Cell- 4",2020-11-20 07:00:00,NA,NA,NA,2020-11-20 07:00:00,NA,0,0,0,0,33,33,"Start On or After",2020-11-20 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C1.C4250: FS",NA,0,0
"81","MDC1.C2.E1280","Not Started","MDC1-BL.4.10.3.2.2","Start Milestone","MDC1 Deliery -AHU - ROJ COLO-2 Cell- 1",2020-11-20 07:00:00,NA,NA,NA,2020-11-20 07:00:00,NA,0,0,0,0,66,66,"Start On or After",2020-11-20 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C2.C1210: FS",NA,0,0
"82","MDC1.C2.E1340","Not Started","MDC1-BL.4.10.2.5.2","Start Milestone","AHU - ROJ COLO-2 Cell- 3",2020-12-23 07:00:00,NA,NA,NA,2020-12-23 07:00:00,NA,0,0,0,0,52,52,NA,NA,NA,NA,"MDC1.C2.C3090: FS, MDC1.C2.C3190: FS","MDC1.C2.C3250: FS",NA,0,0
"83","MDC1.C2.E1290","Not Started","MDC1-BL.4.10.3.2.2","Start Milestone","MDC1 Deliery -AHU - ROJ COLO-2 Cell- 2",2020-11-20 07:00:00,NA,NA,NA,2020-11-20 07:00:00,NA,0,0,0,0,66,66,"Start On or After",2020-11-20 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C2.C2200: FS",NA,0,0
"84","MDC1.C2.E1350","Not Started","MDC1-BL.4.10.3.2.2","Start Milestone","MDC1 Deliery -AHU - ROJ COLO-2 Cell- 4",2020-12-23 07:00:00,NA,NA,NA,2020-12-23 07:00:00,NA,0,0,0,0,52,52,"Start On or After",2020-12-23 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C2.C4190: FS",NA,0,0
"85","MDC1.C3.E1160","Not Started","MDC1-BL.4.10.3.2.3","Start Milestone","MDC1 Deliery -AHU - ROJ COLO-3 Cell- 1",2020-11-21 07:00:00,NA,NA,NA,2020-11-21 07:00:00,NA,0,0,0,0,97,97,"Start On or After",2020-11-21 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C3.C1140: FS",NA,0,0
"86","MDC1.C3.E1320","Not Started","MDC1-BL.4.10.3.2.3","Start Milestone","MDC1 Deliery -AHU - ROJ COLO-3 Cell- 3",2020-12-28 07:00:00,NA,NA,NA,2020-12-28 07:00:00,NA,0,0,0,0,83,83,"Start On or After",2020-12-28 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C3.C3140: FS",NA,0,0
"87","MDC1.C3.E1170","Not Started","MDC1-BL.4.10.3.2.3","Start Milestone","MDC1 Deliery -AHU - ROJ COLO-3 Cell- 2",2020-11-21 07:00:00,NA,NA,NA,2020-11-21 07:00:00,NA,0,0,0,0,97,97,"Start On or After",2020-11-21 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C3.C2140: FS",NA,0,0
"88","MDC1.C3.E1330","Not Started","MDC1-BL.4.10.3.2.3","Start Milestone","MDC1 Deliery -AHU - ROJ COLO-3 Cell- 4",2020-12-28 07:00:00,NA,NA,NA,2020-12-28 07:00:00,NA,0,0,0,0,83,83,"Start On or After",2020-12-28 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C3.C4170: FS",NA,0,0
"89","MDC1.C4.E1300","Not Started","MDC1-BL.4.10.2.5.4","Start Milestone","AHU - ROJ COLO-4 Cell- 1",2021-01-28 07:00:00,NA,NA,NA,2021-01-28 07:00:00,NA,0,0,0,0,83,83,NA,NA,NA,NA,"MDC1.C4.C1130: FS","MDC1.C4.C1170: FS",NA,0,0
"90","MDC1.C4.E1340","Not Started","MDC1-BL.4.10.3.2.4","Start Milestone","MDC1 Deliery -AHU - ROJ COLO-4 Cell- 3",2021-02-26 07:00:00,NA,NA,NA,2021-02-26 07:00:00,NA,0,0,0,0,69,69,"Start On or After",2021-02-26 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C4.C3170: FS",NA,0,0
"91","MDC1.C4.E1310","Not Started","MDC1-BL.4.10.3.2.4","Start Milestone","MDC1 Deliery -AHU - ROJ COLO-4 Cell- 2",2021-01-28 07:00:00,NA,NA,NA,2021-01-28 07:00:00,NA,0,0,0,0,83,83,"Start On or After",2021-01-28 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C4.C2170: FS",NA,0,0
"92","MDC1.C4.E1350","Not Started","MDC1-BL.4.10.3.2.4","Start Milestone","MDC1 Deliery -AHU - ROJ COLO-4 Cell- 4",2021-02-26 07:00:00,NA,NA,NA,2021-02-26 07:00:00,NA,0,0,0,0,69,69,"Start On or After",2021-02-26 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C4.C4170: FS",NA,0,0
"93","MDC1.C1.E1000","Not Started","MDC1-BL.4.10.2.2.1","Start Milestone","UPM ROJ COLO-1 Cell-1",2020-09-03 07:00:00,NA,NA,NA,2020-09-03 07:00:00,NA,0,0,0,0,1,1,NA,NA,NA,NA,"MDC1.C1.C1010: FS","MDC1.C1.C1040: FS",NA,0,0
"94","MDC1.C1.E1010","Not Started","MDC1-BL.4.10.3.3.1","Start Milestone","MDC1 Deliery -UPM ROJ COLO-1 Cell-1",2020-09-03 07:00:00,NA,NA,NA,2020-09-03 07:00:00,NA,0,0,0,0,1,1,"Start On or After",2020-09-03 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C1.C1040: FS",NA,0,0
"95","MDC1.C1.E1080","Not Started","MDC1-BL.4.10.2.2.1","Start Milestone","UPM ROJ COLO-1 Cell-3",2020-09-19 07:00:00,NA,NA,NA,2020-09-19 07:00:00,NA,0,0,0,0,0,0,NA,NA,NA,NA,"MDC1.C1.C3020: FS","MDC1.C1.C3040: FS",NA,0,0
"96","MDC1.C1.E1090","Not Started","MDC1-BL.4.10.3.3.1","Start Milestone","MDC1 Deliery -UPM ROJ COLO-1 Cell-3",2020-09-19 07:00:00,NA,NA,NA,2020-09-19 07:00:00,NA,0,0,0,0,0,0,"Start On or After",2020-09-19 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C1.C3040: FS",NA,0,0
"97","MDC1.C1.E1020","Not Started","MDC1-BL.4.10.3.3.1","Start Milestone","MDC1 Deliery -UPM ROJ COLO-1 Cell-2",2020-09-03 07:00:00,NA,NA,NA,2020-09-03 07:00:00,NA,0,0,0,0,55,55,"Start On or After",2020-09-03 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C1.C2040: FS",NA,0,0
"98","MDC1.C1.E1030","Not Started","MDC1-BL.4.10.2.2.1","Start Milestone","UPM ROJ COLO-1 Cell-2",2020-09-03 07:00:00,NA,NA,NA,2020-09-03 07:00:00,NA,0,0,0,0,55,55,NA,NA,NA,NA,"MDC1.C1.C2010: FS","MDC1.C1.C2040: FS",NA,0,0
"99","MDC1.C1.E1100","Not Started","MDC1-BL.4.10.2.2.1","Start Milestone","UPM ROJ COLO-1 Cell-4",2020-09-19 07:00:00,NA,NA,NA,2020-09-19 07:00:00,NA,0,0,0,0,39,39,NA,NA,NA,NA,"MDC1.C1.C4020: FS","MDC1.C1.C4040: FS",NA,0,0
"100","MDC1.C1.E1110","Not Started","MDC1-BL.4.10.3.3.1","Start Milestone","MDC1 Deliery -UPM ROJ COLO-1 Cell-4",2020-09-19 07:00:00,NA,NA,NA,2020-09-19 07:00:00,NA,0,0,0,0,39,39,"Start On or After",2020-09-19 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C1.C4040: FS",NA,0,0
"101","MDC1.C2.E1000","Not Started","MDC1-BL.4.10.2.2.2","Start Milestone","UPM - ROJ - COLO2- Cell-1",2020-10-05 07:00:00,NA,NA,NA,2020-10-05 07:00:00,NA,0,0,0,0,33,33,NA,NA,NA,NA,"MDC1.C2.C1020: FS","MDC1.C2.C1030: FS",NA,0,0
"102","MDC1.C2.E1010","Not Started","MDC1-BL.4.10.3.3.2","Start Milestone","MDC1 Deliery -UPM - ROJ - COLO2- Cell-1",2020-10-05 07:00:00,NA,NA,NA,2020-10-05 07:00:00,NA,0,0,0,0,33,33,"Start On or After",2020-10-05 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C2.C1030: FS",NA,0,0
"103","MDC1.C2.E1080","Not Started","MDC1-BL.4.10.2.2.2","Start Milestone","UPM - ROJ - COLO2- Cell-3",2020-10-19 07:00:00,NA,NA,NA,2020-10-19 07:00:00,NA,0,0,0,0,21,21,NA,NA,NA,NA,"MDC1.C2.C3020: FS","MDC1.C2.C3040: FS",NA,0,0
"104","MDC1.C2.E1090","Not Started","MDC1-BL.4.10.3.3.2","Start Milestone","MDC1 Deliery -UPM - ROJ - COLO2- Cell-3",2020-10-19 07:00:00,NA,NA,NA,2020-10-19 07:00:00,NA,0,0,0,0,21,21,"Start On or After",2020-10-19 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C2.C3040: FS",NA,0,0
"105","MDC1.C2.E1020","Not Started","MDC1-BL.4.10.3.3.2","Start Milestone","MDC1 Deliery -UPM - ROJ - COLO2- Cell-2",2020-10-05 07:00:00,NA,NA,NA,2020-10-05 07:00:00,NA,0,0,0,0,37,37,"Start On or After",2020-10-05 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C2.C2020: FS",NA,0,0
"106","MDC1.C2.E1030","Not Started","MDC1-BL.4.10.2.2.2","Start Milestone","UPM - ROJ - COLO2- Cell-2",2020-10-05 07:00:00,NA,NA,NA,2020-10-05 07:00:00,NA,0,0,0,0,37,37,NA,NA,NA,NA,"MDC1.C2.C2010: FS","MDC1.C2.C2020: FS",NA,0,0
"107","MDC1.C2.E1100","Not Started","MDC1-BL.4.10.2.2.2","Start Milestone","UPM - ROJ - COLO2- Cell-4",2020-10-19 07:00:00,NA,NA,NA,2020-10-19 07:00:00,NA,0,0,0,0,25,25,NA,NA,NA,NA,"MDC1.C2.C4010: FS","MDC1.C2.C4030: FS",NA,0,0
"108","MDC1.C2.E1110","Not Started","MDC1-BL.4.10.3.3.2","Start Milestone","MDC1 Deliery -UPM - ROJ - COLO2- Cell-4",2020-10-19 07:00:00,NA,NA,NA,2020-10-19 07:00:00,NA,0,0,0,0,25,25,"Start On or After",2020-10-19 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C2.C4030: FS",NA,0,0
"109","MDC1.C3.E1000","Not Started","MDC1-BL.4.10.2.2.3","Start Milestone","UPM - ROJ - COLO3- Cell-1",2020-11-03 07:00:00,NA,NA,NA,2020-11-03 07:00:00,NA,0,0,0,0,13,13,NA,NA,NA,NA,"MDC1.C3.C1020: FS","MDC1.C3.C1040: FS",NA,0,0
"110","MDC1.C3.E1010","Not Started","MDC1-BL.4.10.3.3.3","Start Milestone","MDC1 Deliery -UPM - ROJ - COLO3- Cell-1",2020-11-03 07:00:00,NA,NA,NA,2020-11-03 07:00:00,NA,0,0,0,0,13,13,"Start On or After",2020-11-03 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C3.C1040: FS",NA,0,0
"111","MDC1.C3.E1080","Not Started","MDC1-BL.4.10.2.2.3","Start Milestone","UPM - ROJ - COLO3- Cell-3",2020-11-18 07:00:00,NA,NA,NA,2020-11-18 07:00:00,NA,0,0,0,0,1,1,NA,NA,NA,NA,"MDC1.C3.C3020: FS","MDC1.C3.C3040: FS",NA,0,0
"112","MDC1.C3.E1090","Not Started","MDC1-BL.4.10.3.3.3","Start Milestone","MDC1 Deliery -UPM - ROJ - COLO3- Cell-3",2020-11-18 07:00:00,NA,NA,NA,2020-11-18 07:00:00,NA,0,0,0,0,1,1,"Start On or After",2020-11-18 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C3.C3040: FS",NA,0,0
"113","MDC1.C3.E1020","Not Started","MDC1-BL.4.10.2.2.3","Start Milestone","UPM - ROJ - COLO3- Cell-2",2020-11-03 07:00:00,NA,NA,NA,2020-11-03 07:00:00,NA,0,0,0,0,19,19,NA,NA,NA,NA,"MDC1.C3.C2010: FS","MDC1.C3.C2040: FS",NA,0,0
"114","MDC1.C3.E1030","Not Started","MDC1-BL.4.10.3.3.3","Start Milestone","MDC1 Deliery -UPM - ROJ - COLO3- Cell-2",2020-11-03 07:00:00,NA,NA,NA,2020-11-03 07:00:00,NA,0,0,0,0,19,19,"Start On or After",2020-11-03 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C3.C2040: FS",NA,0,0
"115","MDC1.C3.E1100","Not Started","MDC1-BL.4.10.2.2.3","Start Milestone","UPM - ROJ - COLO3- Cell-4",2020-11-18 07:00:00,NA,NA,NA,2020-11-18 07:00:00,NA,0,0,0,0,3,3,NA,NA,NA,NA,"MDC1.C3.C4010: FS","MDC1.C3.C4040: FS",NA,0,0
"116","MDC1.C3.E1110","Not Started","MDC1-BL.4.10.3.3.3","Start Milestone","MDC1 Deliery -UPM - ROJ - COLO3- Cell-4",2020-11-18 07:00:00,NA,NA,NA,2020-11-18 07:00:00,NA,0,0,0,0,3,3,"Start On or After",2020-11-18 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C3.C4040: FS",NA,0,0
"117","MDC1.C4.E1000","Not Started","MDC1-BL.4.10.2.2.4","Start Milestone","UPM - ROJ - COLO-4 Cell- 1",2020-12-07 07:00:00,NA,NA,NA,2020-12-07 07:00:00,NA,0,0,0,0,12,12,NA,NA,NA,NA,"MDC1.C4.C1030: FS","MDC1.C4.C1040: FS",NA,0,0
"118","MDC1.C4.E1010","Not Started","MDC1-BL.4.10.3.3.4","Start Milestone","MDC1 Deliery -UPM - ROJ - COLO-4 Cell- 1",2020-12-07 07:00:00,NA,NA,NA,2020-12-07 07:00:00,NA,0,0,0,0,12,12,"Start On or After",2020-12-07 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C4.C1040: FS",NA,0,0
"119","MDC1.C4.E1080","Not Started","MDC1-BL.4.10.2.2.4","Start Milestone","UPM - ROJ - COLO-4 Cell- 3",2020-12-21 07:00:00,NA,NA,NA,2020-12-21 07:00:00,NA,0,0,0,0,0,0,NA,NA,NA,NA,"MDC1.C4.C3030: FS","MDC1.C4.C3040: FS",NA,0,0
"120","MDC1.C4.E1090","Not Started","MDC1-BL.4.10.3.3.4","Start Milestone","MDC1 Deliery -UPM - ROJ - COLO-4 Cell- 3",2020-12-21 07:00:00,NA,NA,NA,2020-12-21 07:00:00,NA,0,0,0,0,0,0,"Start On or After",2020-12-21 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C4.C3040: FS",NA,0,0
"121","MDC1.C4.E1020","Not Started","MDC1-BL.4.10.3.3.4","Start Milestone","MDC1 Deliery -UPM - ROJ - COLO-4 Cell- 2",2020-12-07 07:00:00,NA,NA,NA,2020-12-07 07:00:00,NA,0,0,0,0,12,12,"Start On or After",2020-12-07 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C4.C2040: FS",NA,0,0
"122","MDC1.C4.E1030","Not Started","MDC1-BL.4.10.2.2.4","Start Milestone","UPM - ROJ - COLO-4 Cell- 2",2020-12-07 07:00:00,NA,NA,NA,2020-12-07 07:00:00,NA,0,0,0,0,12,12,NA,NA,NA,NA,"MDC1.C4.C2030: FS","MDC1.C4.C2040: FS",NA,0,0
"123","MDC1.C4.E1100","Not Started","MDC1-BL.4.10.2.2.4","Start Milestone","UPM - ROJ - COLO-4 Cell- 4",2020-12-21 07:00:00,NA,NA,NA,2020-12-21 07:00:00,NA,0,0,0,0,0,0,NA,NA,NA,NA,"MDC1.C4.C4030: FS","MDC1.C4.C4040: FS",NA,0,0
"124","MDC1.C4.E1110","Not Started","MDC1-BL.4.10.3.3.4","Start Milestone","MDC1 Deliery -UPM - ROJ - COLO-4 Cell- 4",2020-12-21 07:00:00,NA,NA,NA,2020-12-21 07:00:00,NA,0,0,0,0,0,0,"Start On or After",2020-12-21 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C4.C4040: FS",NA,0,0
"125","MDC1.C1.E1120","Not Started","MDC1-BL.4.10.2.3.1","Start Milestone","Fluid Cooler - ROJ COLO -1 Cell- 1",2020-09-19 07:00:00,NA,NA,NA,2020-09-19 07:00:00,NA,0,0,0,0,48,48,NA,NA,NA,NA,"MDC1.C1.C1070: FS","MDC1.C1.C1110: FS",NA,0,0
"126","MDC1.C1.E1130","Not Started","MDC1-BL.4.10.3.4.1","Start Milestone","MDC1 Deliery -Fluid Cooler - ROJ COLO -1 Cell- 1",2020-09-19 07:00:00,NA,NA,NA,2020-09-19 07:00:00,NA,0,0,0,0,48,48,"Start On or After",2020-09-19 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C1.C1110: FS",NA,0,0
"127","MDC1.C1.E1260","Not Started","MDC1-BL.4.10.2.3.1","Start Milestone","Fluid Cooler - ROJ COLO -1 Cell- 3",2020-10-15 07:00:00,NA,NA,NA,2020-10-15 07:00:00,NA,0,0,0,0,38,38,NA,NA,NA,NA,"MDC1.C1.C3100: FS","MDC1.C1.C3130: FS",NA,0,0
"128","MDC1.C1.E1270","Not Started","MDC1-BL.4.10.3.4.1","Start Milestone","MDC1 Deliery -Fluid Cooler - ROJ COLO -1 Cell- 3",2020-10-15 07:00:00,NA,NA,NA,2020-10-15 07:00:00,NA,0,0,0,0,38,38,"Start On or After",2020-10-15 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C1.C3130: FS",NA,0,0
"129","MDC1.C1.E1160","Not Started","MDC1-BL.4.10.2.3.1","Start Milestone","Fluid Cooler - ROJ COLO -1 Cell- 2",2020-09-26 07:00:00,NA,NA,NA,2020-09-26 07:00:00,NA,0,0,0,0,49,49,NA,NA,NA,NA,"MDC1.C1.C2070: FS","MDC1.C1.C2120: FS",NA,0,0
"130","MDC1.C1.E1170","Not Started","MDC1-BL.4.10.3.4.1","Start Milestone","MDC1 Deliery -Fluid Cooler - ROJ COLO -1 Cell- 2",2020-09-26 07:00:00,NA,NA,NA,2020-09-26 07:00:00,NA,0,0,0,0,49,49,"Start On or After",2020-09-26 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C1.C2120: FS",NA,0,0
"131","MDC1.C1.E1240","Not Started","MDC1-BL.4.10.2.3.1","Start Milestone","Fluid Cooler - ROJ COLO -1 Cell- 4",2020-10-12 07:00:00,NA,NA,NA,2020-10-12 07:00:00,NA,0,0,0,0,48,48,NA,NA,NA,NA,"MDC1.C1.C4080: FS","MDC1.C1.C4120: FS",NA,0,0
"132","MDC1.C1.E1250","Not Started","MDC1-BL.4.10.3.4.1","Start Milestone","MDC1 Deliery -Fluid Cooler - ROJ COLO -1 Cell- 4",2020-10-12 07:00:00,NA,NA,NA,2020-10-12 07:00:00,NA,0,0,0,0,48,48,"Start On or After",2020-10-12 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C1.C4120: FS",NA,0,0
"133","MDC1.C2.E1140","Not Started","MDC1-BL.4.10.2.3.2","Start Milestone","Fluid Cooler - ROJ COLO -2 Cell-1",2020-10-27 07:00:00,NA,NA,NA,2020-10-27 07:00:00,NA,0,0,0,0,50,50,NA,NA,NA,NA,"MDC1.C2.C1070: FS","MDC1.C2.C1120: FS",NA,0,0
"134","MDC1.C2.E1150","Not Started","MDC1-BL.4.10.3.4.2","Start Milestone","MDC1 Deliery -Fluid Cooler - ROJ COLO -2 Cell-1",2020-10-27 07:00:00,NA,NA,NA,2020-10-27 07:00:00,NA,0,0,0,0,50,50,"Start On or After",2020-10-27 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C2.C1120: FS",NA,0,0
"135","MDC1.C2.E1220","Not Started","MDC1-BL.4.10.2.3.2","Start Milestone","Fluid Cooler - ROJ COLO -2 Cell-3",2020-11-10 07:00:00,NA,NA,NA,2020-11-10 07:00:00,NA,0,0,0,0,49,49,NA,NA,NA,NA,"MDC1.C2.C3070: FS","MDC1.C2.C3120: FS",NA,0,0
"136","MDC1.C2.E1230","Not Started","MDC1-BL.4.10.3.4.2","Start Milestone","MDC1 Deliery -Fluid Cooler - ROJ COLO -2 Cell-3",2020-11-10 07:00:00,NA,NA,NA,2020-11-10 07:00:00,NA,0,0,0,0,49,49,"Start On or After",2020-11-10 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C2.C3120: FS",NA,0,0
"137","MDC1.C2.E1240","Not Started","MDC1-BL.4.10.2.3.2","Start Milestone","Fluid Cooler - ROJ COLO -2 Cell-2",2020-11-10 07:00:00,NA,NA,NA,2020-11-10 07:00:00,NA,0,0,0,0,34,34,NA,NA,NA,NA,"MDC1.C2.C2110: FS","MDC1.C2.C2170: FS",NA,0,0
"138","MDC1.C2.E1250","Not Started","MDC1-BL.4.10.3.4.2","Start Milestone","MDC1 Deliery -Fluid Cooler - ROJ COLO -2 Cell-2",2020-11-10 07:00:00,NA,NA,NA,2020-11-10 07:00:00,NA,0,0,0,0,34,34,"Start On or After",2020-11-10 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C2.C2170: FS",NA,0,0
"139","MDC1.C3.E1180","Not Started","MDC1-BL.4.10.2.3.3","Start Milestone","Fluid Cooler - ROJ COLO -3 Cell-1",2020-11-25 07:00:00,NA,NA,NA,2020-11-25 07:00:00,NA,0,0,0,0,54,54,NA,NA,NA,NA,"MDC1.C3.C1100: FS","MDC1.C3.C1160: FS",NA,0,0
"140","MDC1.C3.E1190","Not Started","MDC1-BL.4.10.3.4.3","Start Milestone","MDC1 Deliery -Fluid Cooler - ROJ COLO -3 Cell-1",2020-11-25 07:00:00,NA,NA,NA,2020-11-25 07:00:00,NA,0,0,0,0,54,54,"Start On or After",2020-11-25 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C3.C1160: FS",NA,0,0
"141","MDC1.C3.E1200","Not Started","MDC1-BL.4.10.2.3.3","Start Milestone","Fluid Cooler - ROJ COLO -3 Cell-2",2020-11-25 07:00:00,NA,NA,NA,2020-11-25 07:00:00,NA,0,0,0,0,54,54,NA,NA,NA,NA,"MDC1.C3.C2100: FS","MDC1.C3.C2160: FS",NA,0,0
"142","MDC1.C3.E1210","Not Started","MDC1-BL.4.10.3.4.3","Start Milestone","MDC1 Deliery -Fluid Cooler - ROJ COLO -3 Cell-2",2020-11-25 07:00:00,NA,NA,NA,2020-11-25 07:00:00,NA,0,0,0,0,54,54,"Start On or After",2020-11-25 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C3.C2160: FS",NA,0,0
"143","MDC1.C3.E1280","Not Started","MDC1-BL.4.10.3.4.3","Start Milestone","MDC1 Deliery -Fluid Cooler - ROJ COLO -3 Cell-4",2020-12-14 07:00:00,NA,NA,NA,2020-12-14 07:00:00,NA,0,0,0,0,62,62,"Start On or After",2020-12-14 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C3.C4130: FS",NA,0,0
"144","MDC1.C3.E1290","Not Started","MDC1-BL.4.10.2.3.3","Start Milestone","Fluid Cooler - ROJ COLO -3 Cell-4",2020-12-14 07:00:00,NA,NA,NA,2020-12-14 07:00:00,NA,0,0,0,0,62,62,NA,NA,NA,NA,"MDC1.C3.C4090: FS","MDC1.C3.C4130: FS",NA,0,0
"145","MDC1.C4.E1140","Not Started","MDC1-BL.4.10.2.3.4","Start Milestone","Fluid Cooler - ROJ COLO -4 Cell-1",2021-01-02 07:00:00,NA,NA,NA,2021-01-02 07:00:00,NA,0,0,0,0,62,62,NA,NA,NA,NA,"MDC1.C4.C1080: FS","MDC1.C4.C1110: FS",NA,0,0
"146","MDC1.C4.E1150","Not Started","MDC1-BL.4.10.3.4.4","Start Milestone","MDC1 Deliery -Fluid Cooler - ROJ COLO -4 Cell-1",2021-01-02 07:00:00,NA,NA,NA,2021-01-02 07:00:00,NA,0,0,0,0,62,62,"Start On or After",2021-01-02 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C4.C1110: FS",NA,0,0
"147","MDC1.C4.E1240","Not Started","MDC1-BL.4.10.2.3.4","Start Milestone","Fluid Cooler - ROJ COLO -4 Cell-3",2021-01-18 07:00:00,NA,NA,NA,2021-01-18 07:00:00,NA,0,0,0,0,75,75,NA,NA,NA,NA,"MDC1.C4.C3080: FS","MDC1.C4.C3110: FS",NA,0,0
