"","Activity_ID","Activity_Status","WBS_CD","Activity_Type","Activity_Name","Planned_Start_DT","Planned_Finish_DT","Actual_Start_DT","Actual_Finish_DT","ML_Planned_DT","ML_Actual_DT","Activity_Complete_PCNT","Actual_Dur","Remaining_Dur","Original_Dur","Total_Float","Remaining_Float","Primary_Constraint","Primary_Constraint_DT","Sec_Constraint","Sec_Constraint_DT","Pred_DTL","Sec_DTL","Resources","Budgeted_Labor_Units","Budgeted_Nonlabor_Units"
"360","MDC1.C4.C4350","Not Started","MDC1-BL.5.3.6.4.13.1","Task Dependent","PDU's Installation",2021-05-04 07:00:00,2021-05-06 17:00:00,NA,NA,NA,NA,0,0,3,3,6,6,NA,NA,NA,NA,"MDC1.C4.C4320: FS, MDC1.C4.C4210: FS, MDC1.C4.E1460: FS, MDC1.C4.E1470: FS","MDC1.C4.C4420: FS, MDC1.C4.C4450: FS","VECA  Electricians",180,0
"361","MDC1.C3.C3410","Not Started","MDC1-BL.5.3.8.4.10.1","Task Dependent","Light Fixtures Installation",2021-04-28 07:00:00,2021-05-05 17:00:00,NA,NA,NA,NA,0,0,6,6,74,74,NA,NA,NA,NA,"MDC1.C3.C3390: FS, MDC1.C3.C3400: FS, MDC1.C3.C3340: FS","MDC1-C3.P1900: FS, MDC1-C3.P1900: SS","VECA  Electricians",480,0
"362","MDC1.C3.C4450","Not Started","MDC1-BL.5.3.8.4.13.1","Task Dependent","Light Fixtures Installation",2021-04-28 07:00:00,2021-05-05 17:00:00,NA,NA,NA,NA,0,0,6,6,74,74,NA,NA,NA,NA,"MDC1.C3.C4420: FS, MDC1.C3.C4440: FS, MDC1.C3.C4360: FS","MDC1-C3.P1900: FS, MDC1-C3.P1900: SS","VECA  Electricians",480,0
"363","MDC1.C4.C1400","Not Started","MDC1-BL.5.3.6.4.9.2","Task Dependent","BMS Pull Wire / Term / Test",2021-04-21 07:00:00,2021-05-05 17:00:00,NA,NA,NA,NA,0,0,12,12,6,6,NA,NA,NA,NA,"MDC1.C4.C1360: FS","MDC1.C4.C1460: FS, MDC1.C4.Cx2020: FS, MDC1.C4.Cx2000: FS, MDC1.C4.C1430: FS","LINX- TELECOM",1440,0
"364","MDC1.C4.C3350","Not Started","MDC1-BL.5.3.6.4.10.2","Task Dependent","EPMS Pull Wire / Term / Test",2021-04-21 07:00:00,2021-05-05 17:00:00,NA,NA,NA,NA,0,0,12,12,4,4,NA,NA,NA,NA,"MDC1.C4.C3310: FS","MDC1.C4.C3400: FS","LINX- TELECOM",1440,0
"365","MDC1.C4.C2390","Not Started","MDC1-BL.5.3.6.4.11.2","Task Dependent","BMS Pull Wire / Term / Test",2021-04-21 07:00:00,2021-05-05 17:00:00,NA,NA,NA,NA,0,0,12,12,6,6,NA,NA,NA,NA,"MDC1.C4.C2340: FS","MDC1.C4.C2460: FS, MDC1.C4.Cx2040: FS, MDC1.C4.Cx2010: FS, MDC1.C4.C2420: FS","LINX- TELECOM",1440,0
"366","MDC1.C4.C4340","Not Started","MDC1-BL.5.3.6.4.13.2","Task Dependent","EPMS Pull Wire / Term / Test",2021-04-21 07:00:00,2021-05-05 17:00:00,NA,NA,NA,NA,0,0,12,12,4,4,NA,NA,NA,NA,"MDC1.C4.C4280: FS","MDC1.C4.C4400: FS","LINX- TELECOM",1440,0
"367","MDC1-C3.P1900","Not Started","MDC1-BL.3.4","Finish Milestone","COLO 3 CSA complete",NA,2021-05-05 17:00:00,NA,NA,2021-05-05 17:00:00,NA,0,0,0,0,74,74,NA,NA,NA,NA,"MDC1.C3.C3240: FS, MDC1.C3.C4260: FS, MDC1.C3.C1250: FS, MDC1.C3.C3160: FS, MDC1.C3.C2200: FS, MDC1.C3.C4200: FS, MDC1.C3.C3290: FS, MDC1.C3.C2410: FS, MDC1.C3.C2230: FS, MDC1.C3.C4250: FS, MDC1.C3.C3410: FS, MDC1.C3.C2450: FS, MDC1.C3.C4450: FS, MDC1.C4.C1260: FS, MDC1.C4.C3220: FS, MDC1.C3.C1450: FS, MDC1.C3.C3410: SS, MDC1.C3.C2450: SS, MDC1.C3.C4450: SS, MDC1.C3.C1300: FS, MDC1.C3.C3220: FS, MDC1.C3.C1290: FS, MDC1.C3.C3210: FS, MDC1.C3.C2220: FS, MDC1.C3.C4240: FS","MDC1.C1.Cx4020: FS, MDC1.M3010: FS",NA,0,0
"368","MDC1.C4.C2380","Not Started","MDC1-BL.5.3.6.4.3.1","Task Dependent","Generator & Utility Power Pull-Test-Term",2021-04-20 07:00:00,2021-05-04 17:00:00,NA,NA,NA,NA,0,0,12,12,0,0,NA,NA,NA,NA,"MDC1.C4.C2330: FS, MDC1.C4.C2100: FS, MDC1.C4.C2280: FS","MDC1.C4.Cx2010: FS, MDC1.C4.C2440: FS","VECA  Electricians",960,0
"369","MDC1.C4.C4330","Not Started","MDC1-BL.5.3.6.4.8.3","Task Dependent","Toilet Piping Installation / DW",2021-04-20 07:00:00,2021-05-04 17:00:00,NA,NA,NA,NA,0,0,12,12,108,108,NA,NA,NA,NA,"MDC1.C4.C4270: FS, MDC1.C4.C4230: FS","MDC1-C4.P1900: FS","TCM",480,0
"370","MDC1.C4.C2370","Not Started","MDC1-BL.5.3.6.4.7.1","Task Dependent","Ligthing Installation",2021-04-19 07:00:00,2021-05-03 17:00:00,NA,NA,NA,NA,0,0,12,12,97,97,NA,NA,NA,NA,"MDC1.C3.C4400: FS, MDC1.C4.C2160: FS, MDC1.C4.C2200: FS","MDC1.C4.C4380: FS, MDC1-C4.P1900: FS","VECA  Electricians",480,0
"371","MDC1.C4.C4300","Not Started","MDC1-BL.5.3.6.4.13.3","Task Dependent","Fire Alarm System",2021-04-21 07:00:00,2021-05-03 17:00:00,NA,NA,NA,NA,0,0,10,10,18,18,NA,NA,NA,NA,"MDC1.C4.C4280: FS","MDC1.C4.C4430: FS","VECA  Electricians",600,0
"372","MDC1.C4.C4310","Not Started","MDC1-BL.5.3.6.4.4.1","Task Dependent","GEN & UPM to MER Cable Bus Instal",2021-04-21 07:00:00,2021-05-03 17:00:00,NA,NA,NA,NA,0,0,10,10,0,0,NA,NA,NA,NA,"MDC1.C4.C4260: FS, MDC1.C4.C4290: FS, MDC1.C4.C2330: FS","MDC1.C4.C4370: FS","VECA  Electricians",560,0
"373","MDC1.C4.C3340","Not Started","MDC1-BL.5.3.6.4.10.1","Task Dependent","Power Bus Installation",2021-04-21 07:00:00,2021-05-03 17:00:00,NA,NA,NA,NA,0,0,10,10,6,6,NA,NA,NA,NA,"MDC1.C4.C3310: FS","MDC1.C4.C3360: FS, MDC1.C4.E1440: FS","VECA  Electricians",1200,0
"374","MDC1.C4.C4320","Not Started","MDC1-BL.5.3.6.4.13.1","Task Dependent","Power Bus Installation",2021-04-21 07:00:00,2021-05-03 17:00:00,NA,NA,NA,NA,0,0,10,10,6,6,NA,NA,NA,NA,"MDC1.C4.C4280: FS","MDC1.C4.C4350: FS, MDC1.C4.E1460: FS","VECA  Electricians",1200,0
"375","MDC1.C4.C1390","Not Started","MDC1-BL.5.3.6.4.1.4","Task Dependent","Fire Alarm Installation",2021-04-17 07:00:00,2021-04-30 17:00:00,NA,NA,NA,NA,0,0,12,12,9,9,NA,NA,NA,NA,"MDC1.C4.C1110: FS, MDC1.C4.C1100: FS, MDC1.C4.C1340: FS, MDC1.C4.C1120: FS","MDC1.C4.C1410: FS, MDC1-C4.P1800: FS","VECA  Electricians",240,0
"376","MDC1.C2.Cx3000","Not Started","MDC1-BL.5.2.2.1","Task Dependent","Hydronic Pipe Flush (Open and closed Loop)",2021-04-14 08:00:00,2021-04-28 08:00:00,NA,NA,NA,NA,0,0,12,12,0,0,NA,NA,NA,NA,"MDC1.C2.Cx2110: SS 10, MDC1.C2.Cx2170: SS 10, MDC1.C2.Cx2080: SS 10, MDC1.C2.Cx2150: SS 10, MDC1.C1.Cx3000: FS","MDC1.C2.Cx3010: FS, MDC1.C3.Cx3000: FS 11","TCM",1200,0
"377","MDC1.C2.Cx2190","Not Started","MDC1-BL.5.2.2.6.2","Task Dependent","OFCI Lvl 3 Testing  & Start up  (Mechanical Equipment)",2021-04-14 08:00:00,2021-04-28 08:00:00,NA,NA,NA,NA,0,0,12,12,0,0,NA,NA,NA,NA,"MDC1.C2.Cx2100: FS","MDC1.C2.Cx3010: FS, MDC1.C2.Cx3020: FS, MDC1-C2.P2000: FS","TCM",640,0
"378","MDC1-C2.P2000","Not Started","MDC1-BL.3.3","Finish Milestone","Construction Server- COLO-2",NA,2021-04-28 08:00:00,NA,NA,2021-04-28 08:00:00,NA,0,0,0,0,12,12,NA,NA,NA,NA,"MDC1.C2.Cx2180: FS, MDC1.C2.Cx2120: FS, MDC1.C2.Cx2190: FS, MDC1.C2.Cx2130: FS","MDC1.C2.Cx3020: FS",NA,0,0
"379","MDC1.C3.C3400","Not Started","MDC1-BL.5.3.8.4.10.3","Task Dependent","Controls Installation",2021-04-14 07:00:00,2021-04-27 17:00:00,NA,NA,NA,NA,0,0,12,12,0,0,NA,NA,NA,NA,"MDC1.C3.C3270: FS, MDC1.C3.C3300: FS, MDC1.C3.C3360: FS","MDC1.C3.C3410: FS, MDC1.C3.Cx2030: FS","VECA  Electricians",720,0
"380","MDC1.C3.Cx2010","Not Started","MDC1-BL.5.2.1.7.3","Task Dependent","Equipment Yellow Tagging",2021-04-16 07:00:00,2021-04-27 17:00:00,NA,NA,NA,NA,0,0,10,10,0,0,NA,NA,NA,NA,"MDC1.C3.C2180: FF, MDC1.C3.C2420: FS, MDC1.C3.C2400: FS, MDC1.C3.C2430: FS, MDC1.C3.C2390: FS, MDC1.C3.C2210: FS, MDC1.C3.C2380: FS, MDC1.C3.C2440: FS, MDC1.C3.C2170: FS, MDC1-C3.P1800: FS","MDC1.C3.Cx2040: FS, MDC1.C3.Cx2120: FS, MDC1.C3.Cx2050: FS","VECA  Electricians",1200,0
"381","MDC1.C3.C4430","Not Started","MDC1-BL.5.3.8.4.4.1","Task Dependent","Pull Conductors into Building",2021-04-06 07:00:00,2021-04-27 17:00:00,NA,NA,NA,NA,0,0,18,18,0,0,NA,NA,NA,NA,"MDC1.C3.C4100: FS, MDC1.C3.C4370: FS","MDC1.C3.Cx2050: FS","VECA  Electricians",1440,0
"382","MDC1.C3.C4440","Not Started","MDC1-BL.5.3.8.4.13.3","Task Dependent","Controls Installation",2021-04-14 07:00:00,2021-04-27 17:00:00,NA,NA,NA,NA,0,0,12,12,0,0,NA,NA,NA,NA,"MDC1.C3.C4310: FS, MDC1.C3.C4330: FS, MDC1.C3.C4390: FS","MDC1.C3.C4450: FS, MDC1.C3.Cx2050: FS","VECA  Electricians",720,0
"383","MDC1.C4.C3330","Not Started","MDC1-BL.5.3.6.4.10.3","Task Dependent","Fire Alarm System",2021-04-16 07:00:00,2021-04-27 17:00:00,NA,NA,NA,NA,0,0,10,10,22,22,NA,NA,NA,NA,"MDC1.C4.C3310: FF 6","MDC1.C4.C3430: FS","VECA  Electricians",600,0
"384","MDC1.C2.Cx2180","Not Started","MDC1-BL.5.2.2.6.4","Task Dependent","OFCI Lvl 3 Testing  & Start up  (Mechanical Equipment)",2021-04-14 07:00:00,2021-04-27 17:00:00,NA,NA,NA,NA,0,0,12,12,0,0,NA,NA,NA,NA,"MDC1.C2.Cx2070: FS","MDC1.C2.Cx3010: FS, MDC1.C2.Cx3020: FS, MDC1-C2.P2000: FS","TCM",640,0
"385","MDC1.C4.C1380","Not Started","MDC1-BL.5.3.6.4.1.1","Task Dependent","Generator & Utility Power Pull-Test-Term",2021-04-13 07:00:00,2021-04-26 17:00:00,NA,NA,NA,NA,0,0,12,12,3,3,NA,NA,NA,NA,"MDC1.C4.C1320: FS, MDC1.C4.C1100: FS, MDC1.C4.C1280: FS","MDC1.C4.Cx2000: FS, MDC1.C4.C1440: FS, MDC1.C4.C3380: FS","VECA  Electricians",960,0
"386","MDC1.C2.Cx2160","Not Started","MDC1-BL.5.2.2.6.2","Task Dependent","EPMS Checkout / Point to Point",2021-04-14 08:00:00,2021-04-26 08:00:00,NA,NA,NA,NA,0,0,10,10,14,14,NA,NA,NA,NA,"MDC1.C2.Cx2100: FS, MDC1.C2.Cx2090: FS","MDC1.C2.Cx3030: FS, MDC1.C2.Cx3040: FS, MDC1.M2010: FS","LINX- TELECOM",1200,0
"387","MDC1.C2.Cx2170","Not Started","MDC1-BL.5.2.2.6.2","Task Dependent","OFCI Lvl 3 Testing & Start up (Electrical Equipment)",2021-04-01 08:00:00,2021-04-26 08:00:00,NA,NA,NA,NA,0,0,20,20,0,0,NA,NA,NA,NA,"MDC1.C2.Cx2050: FS","MDC1.C2.Cx3000: SS 10, MDC1.C2.Cx3010: FS","VECA  Electricians",2000,0
"388","MDC1.C2.Cx2140","Not Started","MDC1-BL.5.2.2.6.4","Task Dependent","EPMS Checkout / Point to Point",2021-04-14 07:00:00,2021-04-24 17:00:00,NA,NA,NA,NA,0,0,10,10,14,14,NA,NA,NA,NA,"MDC1.C2.Cx2070: FS, MDC1.C2.Cx2060: FS","MDC1.C2.Cx3030: FS","LINX- TELECOM",1200,0
"389","MDC1.C3.Cx2000","Not Started","MDC1-BL.5.2.1.7.1","Task Dependent","Equipment Yellow Tagging",2021-04-14 07:00:00,2021-04-24 17:00:00,NA,NA,NA,NA,0,0,10,10,2,2,NA,NA,NA,NA,"MDC1.C3.C1180: FF, MDC1.C3.C1430: FS, MDC1.C3.C1410: FS, MDC1.C3.C1440: FS, MDC1.C3.C1400: FS, MDC1.C3.C1190: FS, MDC1.C3.C1380: FS, MDC1.C3.C1420: FS, MDC1.C3.C1170: FS","MDC1.C3.Cx2020: FS, MDC1-C3.P1800: SS, MDC1.C3.Cx2070: FS, MDC1.C3.Cx2030: FS","VECA  Electricians",1200,0
"390","MDC1.C3.C3390","Not Started","MDC1-BL.5.3.8.4.10.1","Task Dependent","Pull / Term / Test Conductors",2021-03-31 07:00:00,2021-04-24 17:00:00,NA,NA,NA,NA,0,0,21,21,2,2,NA,NA,NA,NA,"MDC1.C3.C3340: FS","MDC1.C3.C3410: FS, MDC1.C3.Cx2030: FS","VECA  Electricians",1680,0
"391","MDC1.C3.C4420","Not Started","MDC1-BL.5.3.8.4.13.1","Task Dependent","Pull / Term / Test Conductors",2021-03-31 07:00:00,2021-04-24 17:00:00,NA,NA,NA,NA,0,0,21,21,2,2,NA,NA,NA,NA,"MDC1.C3.C4360: FS","MDC1.C3.C4450: FS, MDC1.C3.Cx2050: FS","VECA  Electricians",1680,0
"392","MDC1.C2.Cx2150","Not Started","MDC1-BL.5.2.2.6.4","Task Dependent","OFCI Lvl 3 Testing & Start up (Electrical Equipment)",2021-04-01 07:00:00,2021-04-24 17:00:00,NA,NA,NA,NA,0,0,20,20,0,0,NA,NA,NA,NA,"MDC1.C2.Cx2030: FS","MDC1.C2.Cx3000: SS 10, MDC1.C2.Cx3010: FS","VECA  Electricians",2000,0
"393","MDC1.C4.C3320","Not Started","MDC1-BL.5.3.6.4.2.1","Task Dependent","GEN & UPM to MER Cable Bus Instal",2021-04-14 07:00:00,2021-04-24 17:00:00,NA,NA,NA,NA,0,0,10,10,4,4,NA,NA,NA,NA,"MDC1.C4.C3260: FS, MDC1.C4.C3270: FS, MDC1.C4.C1320: FS","MDC1.C4.C3380: FS","VECA  Electricians",560,0
"394","MDC1.C1.Cx3030","Not Started","MDC1-BL.5.2.3.7","Task Dependent","Load Bank & IR Scan",2021-04-02 08:00:00,2021-04-24 08:00:00,NA,NA,NA,NA,0,0,18,18,0,0,NA,NA,NA,NA,"MDC1.C1.Cx2190: FS, MDC1.C1.Cx2090: FS, MDC1.C1.Cx2150: FS, MDC1.C1.Cx2060: FS, MDC1.AD.Cx2020: FS, MDC1.C1.Cx3010: FS, MDC1.S.1850: FS","MDC1.C1.Cx3040: FS, MDC1.C2.Cx3030: FS 15","VECA  Electricians",3600,0
"395","MDC1.C3.C3380","Not Started","MDC1-BL.5.3.8.4.2.1","Task Dependent","Pull Conductors into Building",2021-03-31 07:00:00,2021-04-23 17:00:00,NA,NA,NA,NA,0,0,20,20,3,3,NA,NA,NA,NA,"MDC1.C3.C3080: FS, MDC1.C3.C3330: FS","MDC1.C3.Cx2030: FS","VECA  Electricians",1440,0
"396","MDC1.C4.C2360","Not Started","MDC1-BL.5.3.6.4.3.1","Task Dependent","Electrical Feeders to Mechanical Equipment Pull-Test-Term",2021-03-31 07:00:00,2021-04-23 17:00:00,NA,NA,NA,NA,0,0,20,20,3,3,NA,NA,NA,NA,"MDC1.C4.C2110: FS, MDC1.C4.C2100: FS, MDC1.C4.C2280: FS","MDC1.C4.C4390: FS, MDC1.C4.C2400: FS, MDC1.C4.C4390: FF","VECA  Electricians",1080,0
"397","MDC1.C3.C1460","Not Started","MDC1-BL.5.3.8.4.9.2","Task Dependent","Install Production Fiber (Includes MOR rack set)",2021-03-30 07:00:00,2021-04-22 17:00:00,NA,NA,NA,NA,0,0,20,20,57,57,NA,NA,NA,NA,"MDC1.C2.C3460: FS, MDC1.C3.C1410: FS","MDC1.C3.Cx4000: FS, MDC1.C3.C3420: FS","LINX- TELECOM",1440,0
"398","MDC1.C3.C2460","Not Started","MDC1-BL.5.3.8.4.11.2","Task Dependent","Install Production Fiber (Includes MOR rack set)",2021-03-30 07:00:00,2021-04-22 17:00:00,NA,NA,NA,NA,0,0,20,20,57,57,NA,NA,NA,NA,"MDC1.C2.C4420: FS, MDC1.C3.C2400: FS","MDC1.C3.Cx4000: FS, MDC1.C3.C4460: FS","LINX- TELECOM",1440,0
"399","MDC1.C3.C3370","Not Started","MDC1-BL.5.3.8.4.2.4","Task Dependent","Controls Installation",2021-04-07 07:00:00,2021-04-21 17:00:00,NA,NA,NA,NA,0,0,12,12,5,5,NA,NA,NA,NA,"MDC1.C3.C3080: FS, MDC1.C3.C3110: FS, MDC1.C3.C3350: FS, MDC1.C3.C3050: SS, MDC1.C3.C3000: FS, MDC1-2527: FS","MDC1.C3.Cx2030: FS","VECA  Electricians",720,0
"400","MDC1.C3.C4410","Not Started","MDC1-BL.5.3.8.4.4.4","Task Dependent","Controls Installation",2021-04-07 07:00:00,2021-04-21 17:00:00,NA,NA,NA,NA,0,0,12,12,5,5,NA,NA,NA,NA,"MDC1.C3.C4100: FS, MDC1.C3.C4130: FS, MDC1.C3.C4180: FS, MDC1.C3.C4380: FS","MDC1.C3.Cx2050: FS","VECA  Electricians",720,0
"401","MDC1.C4.C1370","Not Started","MDC1-BL.5.3.6.4.9.1","Task Dependent","PDU's Installation",2021-04-19 07:00:00,2021-04-21 17:00:00,NA,NA,NA,NA,0,0,3,3,8,8,NA,NA,NA,NA,"MDC1.C4.C1350: FS, MDC1.C4.E1400: FS, MDC1.C4.E1410: FS","MDC1.C4.C1420: FS, MDC1.C4.C1450: FS","VECA  Electricians",180,0
"402","MDC1.C4.C2350","Not Started","MDC1-BL.5.3.6.4.11.1","Task Dependent","PDU's Installation",2021-04-19 07:00:00,2021-04-21 17:00:00,NA,NA,NA,NA,0,0,3,3,8,8,NA,NA,NA,NA,"MDC1.C4.C2320: FS, MDC1.C4.E1420: FS, MDC1.C4.E1430: FS","MDC1.C4.C2410: FS, MDC1.C4.C2450: FS","VECA  Electricians",180,0
"403","MDC1.C3.C1450","Not Started","MDC1-BL.5.3.8.4.9.1","Task Dependent","Light Fixtures Installation",2021-04-14 07:00:00,2021-04-20 17:00:00,NA,NA,NA,NA,0,0,6,6,86,86,NA,NA,NA,NA,"MDC1.C3.C1430: FS, MDC1.C3.C1440: FS, MDC1.C3.C1390: FS","MDC1-C3.P1900: FS","VECA  Electricians",480,0
"404","MDC1.C3.C2450","Not Started","MDC1-BL.5.3.8.4.11.1","Task Dependent","Light Fixtures Installation",2021-04-14 07:00:00,2021-04-20 17:00:00,NA,NA,NA,NA,0,0,6,6,86,86,NA,NA,NA,NA,"MDC1.C3.C2420: FS, MDC1.C3.C2430: FS, MDC1.C3.C2370: FS","MDC1-C3.P1900: FS, MDC1-C3.P1900: SS","VECA  Electricians",480,0
"405","MDC1.C4.C1360","Not Started","MDC1-BL.5.3.6.4.9.2","Task Dependent","EPMS Pull Wire / Term / Test",2021-04-06 07:00:00,2021-04-20 17:00:00,NA,NA,NA,NA,0,0,12,12,6,6,NA,NA,NA,NA,"MDC1.C4.C1310: FS, MDC1.C4.C1330: FF 6","MDC1.C4.C1400: FS","LINX- TELECOM",1440,0
"406","MDC1.C4.C3310","Not Started","MDC1-BL.5.3.6.4.10.1","Task Dependent","Cable Tray  Installation",2021-04-06 07:00:00,2021-04-20 17:00:00,NA,NA,NA,NA,0,0,12,12,4,4,NA,NA,NA,NA,"MDC1.C4.C1310: FS, MDC1.C4.C3230: FS","MDC1.C4.C3350: FS, MDC1.C4.C3340: FS, MDC1.C4.C3430: FS, MDC1.C4.C3330: FF 6","VECA  Electricians",1440,0
"407","MDC1.C4.C2340","Not Started","MDC1-BL.5.3.6.4.11.2","Task Dependent","EPMS Pull Wire / Term / Test",2021-04-06 07:00:00,2021-04-20 17:00:00,NA,NA,NA,NA,0,0,12,12,6,6,NA,NA,NA,NA,"MDC1.C4.C2290: FS","MDC1.C4.C2390: FS","LINX- TELECOM",1440,0
"408","MDC1.C4.C4280","Not Started","MDC1-BL.5.3.6.4.13.1","Task Dependent","Cable Tray  Installation",2021-04-06 07:00:00,2021-04-20 17:00:00,NA,NA,NA,NA,0,0,12,12,4,4,NA,NA,NA,NA,"MDC1.C4.C4220: FS, MDC1.C4.C2290: FS","MDC1.C4.C4340: FS, MDC1.C4.C4320: FS, MDC1.C4.C4420: FS, MDC1.C4.C4430: FS, MDC1.C4.C4300: FS","VECA  Electricians",1440,0
"409","MDC1.C4.C4290","Not Started","MDC1-BL.5.3.6.4.4.1","Task Dependent","Assemble MER & Complete Shipping Split (SE)",2021-04-08 07:00:00,2021-04-20 17:00:00,NA,NA,NA,NA,0,0,10,10,0,0,NA,NA,NA,NA,"MDC1.C4.C4250: FS","MDC1.C4.C4310: FS",NA,0,0
"410","MDC1.C4.C3280","Not Started","MDC1-BL.5.3.6.4.6.1","Task Dependent","Ligthing Installation",2021-04-05 07:00:00,2021-04-19 17:00:00,NA,NA,NA,NA,0,0,12,12,120,120,NA,NA,NA,NA,"MDC1.C4.C1300: FS, MDC1.C4.C3160: FS, MDC1.C4.C3240: FS","MDC1-C4.P1900: FS","VECA  Electricians",480,0
"411","MDC1.C4.C3290","Not Started","MDC1-BL.5.3.6.4.6.3","Task Dependent","Floor Drain System Installation",2021-04-05 07:00:00,2021-04-19 17:00:00,NA,NA,NA,NA,0,0,12,12,120,120,NA,NA,NA,NA,"MDC1.C4.C3010: FS, MDC1.C4.C3240: FS","MDC1-C4.P1900: FS",NA,0,0
"412","MDC1.C4.C3300","Not Started","MDC1-BL.5.3.6.4.6.3","Task Dependent","Toilet Piping Installation / DW",2021-04-05 07:00:00,2021-04-19 17:00:00,NA,NA,NA,NA,0,0,12,12,120,120,NA,NA,NA,NA,"MDC1.C4.C3240: FS","MDC1-C4.P1900: FS","TCM",480,0
"413","MDC1.C4.C4270","Not Started","MDC1-BL.5.3.6.4.8.3","Task Dependent","Floor Drain System Installation",2021-04-05 07:00:00,2021-04-19 17:00:00,NA,NA,NA,NA,0,0,12,12,108,108,NA,NA,NA,NA,"MDC1.C4.C4010: FS, MDC1.C4.C4230: FS","MDC1.C4.C4330: FS, MDC1-C4.P1900: FS",NA,0,0
"414","MDC1.C4.C2330","Not Started","MDC1-BL.5.3.6.4.3.1","Task Dependent","GEN & UPM to MER Cable Bus Instal",2021-04-07 07:00:00,2021-04-19 17:00:00,NA,NA,NA,NA,0,0,10,10,0,0,NA,NA,NA,NA,"MDC1.C4.C2280: FS, MDC1.C4.C2300: FS","MDC1.C4.C2380: FS, MDC1.C4.C4310: FS","VECA  Electricians",560,0
"415","MDC1.C3.C4400","Not Started","MDC1-BL.5.3.8.4.8.1","Task Dependent","Ligthing Installation",2021-04-03 07:00:00,2021-04-17 17:00:00,NA,NA,NA,NA,0,0,12,12,97,97,NA,NA,NA,NA,"MDC1.C3.C2410: FS, MDC1.C3.C4160: FS, MDC1.C3.C4200: FS","MDC1.C4.C2370: FS","VECA  Electricians",480,0
"416","MDC1.C4.C1350","Not Started","MDC1-BL.5.3.6.4.9.1","Task Dependent","Power Bus Installation",2021-04-06 07:00:00,2021-04-17 17:00:00,NA,NA,NA,NA,0,0,10,10,8,8,NA,NA,NA,NA,"MDC1.C4.C1310: FS","MDC1.C4.C1370: FS, MDC1.C4.E1400: FS","VECA  Electricians",1200,0
"417","MDC1.C4.C2320","Not Started","MDC1-BL.5.3.6.4.11.1","Task Dependent","Power Bus Installation",2021-04-06 07:00:00,2021-04-17 17:00:00,NA,NA,NA,NA,0,0,10,10,8,8,NA,NA,NA,NA,"MDC1.C4.C2290: FS, MDC1.C4.C2260: FS","MDC1.C4.C2350: FS, MDC1.C4.E1420: FS","VECA  Electricians",1200,0
"418","MDC1.C4.C1340","Not Started","MDC1-BL.5.3.6.4.1.1","Task Dependent","Electrical Feeders to Mechanical Equipment Pull-Test-Term",2021-03-24 07:00:00,2021-04-16 17:00:00,NA,NA,NA,NA,0,0,20,20,9,9,NA,NA,NA,NA,"MDC1.C4.C1110: FS, MDC1.C4.C1100: FS, MDC1.C4.C1280: FS","MDC1.C4.C3390: FS, MDC1.C4.C1390: FS, MDC1.C4.C3390: FF","VECA  Electricians",1080,0
"419","MDC1.C2.Cx2130","Not Started","MDC1-BL.5.2.2.6.1","Task Dependent","OFCI Lvl 3 Testing  & Start up  (Mechanical Equipment)",2021-04-01 08:00:00,2021-04-16 08:00:00,NA,NA,NA,NA,0,0,12,12,10,10,NA,NA,NA,NA,"MDC1.C2.Cx2040: FS","MDC1.C2.Cx3020: FS, MDC1.C2.Cx3010: FS, MDC1-C2.P2000: FS","TCM",640,0
"420","MDC1.C3.C2440","Not Started","MDC1-BL.5.3.8.4.3.1","Task Dependent","Pull Conductors into Building",2021-03-24 07:00:00,2021-04-15 17:00:00,NA,NA,NA,NA,0,0,19,19,0,0,NA,NA,NA,NA,"MDC1.C3.C2110: FS, MDC1.C3.C2380: FS","MDC1.C3.Cx2010: FS","VECA  Electricians",1440,0
"421","MDC1.C2.Cx2120","Not Started","MDC1-BL.5.2.2.6.3","Task Dependent","OFCI Lvl 3 Testing  & Start up  (Mechanical Equipment)",2021-04-01 07:00:00,2021-04-15 17:00:00,NA,NA,NA,NA,0,0,12,12,10,10,NA,NA,NA,NA,"MDC1.C2.Cx2020: FS","MDC1.C2.Cx3010: FS, MDC1.C2.Cx3020: FS, MDC1-C2.P2000: FS","TCM",640,0
"422","MDC1.C2.Cx2090","Not Started","MDC1-BL.5.2.2.6.1","Task Dependent","EPMS Checkout / Point to Point",2021-04-01 08:00:00,2021-04-14 08:00:00,NA,NA,NA,NA,0,0,10,10,14,14,NA,NA,NA,NA,"MDC1.C2.Cx2040: FS","MDC1.C2.Cx3030: FS, MDC1.C2.Cx3040: FS, MDC1.M2010: FS, MDC1.C2.Cx2160: FS","LINX- TELECOM",1200,0
"423","MDC1.C2.Cx2100","Not Started","MDC1-BL.5.2.2.6.2","Task Dependent","Network Startup",2021-04-01 08:00:00,2021-04-14 08:00:00,NA,NA,NA,NA,0,0,10,10,0,0,NA,NA,NA,NA,"MDC1.C2.C3330: FS, MDC1.C2.Cx2050: FS, MDC1.C2.Cx2040: FS","MDC1.C2.Cx2160: FS, MDC1.C2.Cx2190: FS","LINX- TELECOM",600,0
